Customer ID,Recency,Frequency,Monetary,TotalItems,FirstPurchaseDate,LastPurchaseDate,AverageOrderValue,Tenure,Churn
12375.0,7,1,230.3,87,2011-09-02 14:23:00,2011-09-02 14:23:00,230.3,0,0
12376.0,299,2,503.15,240,2010-10-18 08:42:00,2010-11-15 12:15:00,251.575,28,1
12377.0,224,4,3426.32,2105,2010-04-29 15:34:00,2011-01-28 15:45:00,856.58,274,1
12378.0,39,2,5416.32,3316,2010-05-26 14:07:00,2011-08-02 10:34:00,2708.16,432,1
12379.0,79,3,1227.82,619,2010-06-23 12:49:00,2011-06-22 16:32:00,409.2733333333333,364,0
12380.0,95,8,7559.04,2521,2010-02-15 12:05:00,2011-06-07 09:49:00,944.88,476,0
12381.0,29,1,1268.74,568,2011-08-12 09:57:00,2011-08-12 09:57:00,1268.74,0,0
12383.0,94,5,1850.56,1532,2010-12-22 14:28:00,2011-06-08 08:02:00,370.11199999999997,167,1
12384.0,31,1,292.69,62,2011-08-10 11:23:00,2011-08-10 11:23:00,292.69,0,0
12385.0,288,1,1938.4,612,2010-11-25 15:14:00,2010-11-25 15:14:00,1938.4,0,1
12386.0,247,2,660.8,568,2010-12-08 09:53:00,2011-01-06 12:37:00,330.4,29,1
12387.0,324,1,143.94,134,2010-10-20 16:27:00,2010-10-20 16:27:00,143.94,0,1
12388.0,57,6,2788.79,1299,2010-05-06 12:54:00,2011-07-14 13:28:00,464.79833333333335,434,0
12389.0,312,3,1433.33,614,2010-02-22 10:15:00,2010-11-02 11:52:00,477.77666666666664,253,1
12391.0,374,5,2312.53,920,2010-02-15 10:12:00,2010-09-01 12:38:00,462.50600000000003,198,0
12392.0,500,1,234.75000000000003,73,2010-04-27 14:04:00,2010-04-27 14:04:00,234.75000000000003,0,1
12393.0,155,5,1877.95,1017,2010-10-07 13:49:00,2011-04-08 09:45:00,375.59000000000003,182,0
12394.0,126,1,381.08,182,2011-05-06 14:01:00,2011-05-06 14:01:00,381.08,0,0
12395.0,21,11,3948.21,3244,2010-04-16 10:16:00,2011-08-19 15:18:00,358.9281818181818,490,0
12396.0,583,1,931.43,591,2010-02-03 13:22:00,2010-02-03 13:22:00,931.43,0,1
12397.0,44,1,1214.81,704,2011-07-27 14:21:00,2011-07-27 14:21:00,1214.81,0,0
12399.0,28,7,1962.3,2198,2010-03-05 08:45:00,2011-08-12 13:15:00,280.3285714285714,525,1
12400.0,323,1,205.25,91,2010-10-21 13:45:00,2010-10-21 13:45:00,205.25,0,1
12401.0,212,1,84.3,11,2011-02-09 13:50:00,2011-02-09 13:50:00,84.3,0,1
12402.0,232,6,1256.9,584,2010-02-07 12:41:00,2011-01-20 13:49:00,209.48333333333335,347,1
12403.0,431,1,591.6600000000001,164,2010-07-06 11:39:00,2010-07-06 11:39:00,591.6600000000001,0,0
12404.0,591,1,63.24,1,2010-01-26 16:25:00,2010-01-26 16:25:00,63.24,0,1
12405.0,58,1,1710.39,857,2011-07-14 08:52:00,2011-07-14 08:52:00,1710.39,0,1
12406.0,93,4,4596.31,2391,2010-01-11 14:04:00,2011-06-09 10:23:00,1149.0775,513,0
12407.0,43,4,1407.3600000000001,1237,2011-03-20 13:21:00,2011-07-28 16:28:00,351.84000000000003,130,0
12408.0,8,7,3586.27,1864,2010-07-29 13:27:00,2011-09-02 10:27:00,512.3242857142857,399,0
12409.0,92,5,18553.7,10734,2010-05-23 15:21:00,2011-06-10 12:19:00,3710.7400000000002,382,0
12410.0,218,3,1013.71,341,2010-07-25 13:26:00,2011-02-04 10:39:00,337.90333333333336,193,1
12411.0,319,1,346.9,138,2010-10-26 09:25:00,2010-10-26 09:25:00,346.9,0,1
12412.0,47,5,2260.79,1767,2010-06-18 13:22:00,2011-07-25 11:17:00,452.158,401,0
12413.0,145,3,805.25,238,2010-11-02 13:26:00,2011-04-17 15:33:00,268.4166666666667,166,0
12414.0,126,6,952.41,495,2010-09-02 12:22:00,2011-05-06 14:51:00,158.73499999999999,246,1
12415.0,8,22,121631.72,80774,2010-06-30 08:30:00,2011-09-01 13:51:00,5528.714545454545,428,0
12416.0,566,1,202.56,132,2010-02-21 10:19:00,2010-02-21 10:19:00,202.56,0,1
12417.0,16,18,5984.33,2567,2009-12-06 10:30:00,2011-08-25 10:26:00,332.4627777777778,626,0
12418.0,22,4,2021.2,1088,2010-03-19 14:47:00,2011-08-19 11:08:00,505.3,517,1
12419.0,295,2,503.01,231,2010-10-22 10:40:00,2010-11-19 10:04:00,251.505,27,1
12421.0,24,5,920.12,575,2010-07-22 13:57:00,2011-08-17 10:56:00,184.024,390,0
12422.0,5,17,5231.8,2596,2009-12-18 12:44:00,2011-09-05 09:48:00,307.7529411764706,625,1
12423.0,10,9,2413.75,1590,2010-08-31 09:31:00,2011-08-31 08:55:00,268.19444444444446,364,0
12424.0,72,4,3340.03,2025,2010-06-09 15:15:00,2011-06-30 12:06:00,835.0075,385,1
12425.0,357,1,964.21,651,2010-09-17 14:10:00,2010-09-17 14:10:00,964.21,0,0
12426.0,104,2,1345.21,584,2010-02-15 08:41:00,2011-05-29 12:26:00,672.605,468,1
12427.0,281,1,607.0,158,2010-12-03 10:44:00,2010-12-03 10:44:00,607.0,0,0
12428.0,29,8,7548.12,3386,2011-03-01 09:33:00,2011-08-11 12:58:00,943.515,163,0
12429.0,82,7,6580.39,2832,2010-06-11 13:28:00,2011-06-20 12:14:00,940.0557142857143,373,0
12431.0,28,23,9245.09,3919,2010-01-15 09:04:00,2011-08-12 14:19:00,401.96043478260873,574,0
12432.0,79,3,4016.66,1427,2011-06-20 13:27:00,2011-06-22 13:12:00,1338.8866666666665,1,0
12433.0,0,6,13600.62,11476,2010-08-20 09:23:00,2011-09-09 13:44:00,2266.77,385,0
12434.0,169,2,583.54,215,2010-11-23 13:38:00,2011-03-24 13:05:00,291.77,120,0
12435.0,177,5,10075.03,3782,2009-12-02 13:58:00,2011-03-17 07:40:00,2015.006,469,0
12436.0,9,1,509.01,211,2011-09-01 12:09:00,2011-09-01 12:09:00,509.01,0,1
12437.0,7,32,10543.4,6875,2009-12-02 16:24:00,2011-09-02 13:15:00,329.48125,638,0
12438.0,49,1,890.0699999999999,586,2011-07-22 13:29:00,2011-07-22 13:29:00,890.0699999999999,0,0
12439.0,592,2,1158.18,484,2009-12-14 08:40:00,2010-01-26 12:11:00,579.09,43,1
12440.0,371,2,859.2,331,2009-12-22 12:03:00,2010-09-03 13:11:00,429.6,255,1
12441.0,276,1,347.1,242,2010-12-08 10:45:00,2010-12-08 10:45:00,347.1,0,1
12443.0,641,1,485.31,182,2009-12-07 15:42:00,2009-12-07 15:42:00,485.31,0,1
12444.0,31,2,2627.27,650,2011-06-21 14:00:00,2011-08-10 08:41:00,1313.635,49,0
12445.0,330,1,301.58000000000004,144,2010-10-15 12:28:00,2010-10-15 12:28:00,301.58000000000004,0,0
12447.0,152,1,476.49,190,2011-04-10 13:25:00,2011-04-10 13:25:00,476.49,0,1
12449.0,1,5,3493.18,1758,2010-09-27 09:37:00,2011-09-09 09:13:00,698.636,346,0
12450.0,65,5,688.2,442,2010-08-22 13:11:00,2011-07-06 14:41:00,137.64000000000001,318,1
12451.0,127,5,8942.18,6889,2010-06-28 12:58:00,2011-05-05 17:34:00,1788.4360000000001,311,0
12453.0,43,1,707.09,473,2011-07-28 14:08:00,2011-07-28 14:08:00,707.09,0,1
12454.0,305,4,13151.44,6697,2010-10-14 17:33:00,2010-11-09 10:09:00,3287.86,25,0
12455.0,37,9,5589.45,2979,2009-12-18 12:33:00,2011-08-04 11:07:00,621.05,593,0
12456.0,40,2,2265.4,1073,2011-03-30 09:12:00,2011-07-31 15:25:00,1132.7,123,0
12457.0,143,4,1699.93,648,2010-09-30 17:59:00,2011-04-20 10:10:00,424.9825,201,0
12458.0,194,3,1272.01,750,2010-08-09 10:33:00,2011-02-28 10:55:00,424.00333333333333,203,0
12459.0,514,1,454.36,258,2010-04-13 14:53:00,2010-04-13 14:53:00,454.36,0,1
12460.0,365,1,326.65,170,2010-09-09 13:51:00,2010-09-09 13:51:00,326.65,0,1
12461.0,3,2,826.88,287,2011-07-08 10:23:00,2011-09-06 16:57:00,413.44,60,1
12462.0,212,1,762.11,287,2011-02-09 14:44:00,2011-02-09 14:44:00,762.11,0,0
12463.0,84,3,985.79,577,2011-04-12 12:47:00,2011-06-17 14:28:00,328.59666666666664,66,0
12464.0,15,6,780.55,81,2011-02-03 13:30:00,2011-08-25 13:33:00,130.09166666666667,203,0
12465.0,78,1,440.94,294,2011-06-23 13:37:00,2011-06-23 13:37:00,440.94,0,0
12466.0,591,1,56.73,1,2010-01-26 16:26:00,2010-01-26 16:26:00,56.73,0,1
12467.0,332,1,132.8,129,2010-10-12 15:41:00,2010-10-12 15:41:00,132.8,0,1
12468.0,97,5,3670.74,2201,2010-01-26 10:09:00,2011-06-05 11:36:00,734.1479999999999,495,1
12469.0,432,2,3070.54,2552,2010-06-21 10:30:00,2010-07-05 12:40:00,1535.27,14,1
12470.0,599,1,211.95,95,2010-01-19 11:01:00,2010-01-19 11:01:00,211.95,0,1
12471.0,16,68,31256.14,13022,2009-12-07 10:41:00,2011-08-24 16:13:00,459.6491176470588,625,0
12472.0,48,17,16236.08,10290,2009-12-14 10:49:00,2011-07-24 11:55:00,955.0635294117646,587,0
12473.0,24,2,1186.25,878,2011-06-01 10:15:00,2011-08-17 12:04:00,593.125,77,0
12474.0,8,26,9410.72,5905,2010-02-11 09:41:00,2011-09-02 10:53:00,361.9507692307692,568,0
12475.0,319,1,426.26,236,2010-10-26 08:49:00,2010-10-26 08:49:00,426.26,0,0
12476.0,50,18,10490.66,4369,2010-07-26 09:04:00,2011-07-21 17:39:00,582.8144444444445,360,0
12477.0,10,6,15890.66,4984,2010-03-26 14:01:00,2011-08-31 09:11:00,2648.443333333333,522,0
12480.0,52,6,4328.17,2341,2010-07-20 13:21:00,2011-07-19 14:04:00,721.3616666666667,364,0
12481.0,89,13,10866.83,6310,2010-04-11 13:10:00,2011-06-13 10:52:00,835.91,427,0
12482.0,485,29,23691.4,27042,2010-02-24 10:24:00,2010-05-12 16:51:00,816.944827586207,77,1
12483.0,8,17,4259.66,1854,2010-01-31 13:28:00,2011-09-02 11:42:00,250.56823529411764,578,0
12484.0,10,10,5491.58,2939,2010-01-27 16:41:00,2011-08-31 09:44:00,549.158,580,0
12485.0,438,1,708.1,414,2010-06-28 15:22:00,2010-06-28 15:22:00,708.1,0,1
12486.0,341,1,1037.28,523,2010-10-04 12:14:00,2010-10-04 12:14:00,1037.28,0,1
12487.0,640,1,285.29999999999995,174,2009-12-09 11:36:00,2009-12-09 11:36:00,285.29999999999995,0,1
12489.0,245,1,334.93,105,2011-01-07 13:13:00,2011-01-07 13:13:00,334.93,0,1
12490.0,2,17,7958.3,4852,2009-12-01 12:52:00,2011-09-07 13:22:00,468.13529411764705,645,0
12492.0,14,2,578.39,321,2010-11-01 14:58:00,2011-08-26 14:51:00,289.195,297,0
12493.0,75,2,433.74,207,2011-05-26 14:53:00,2011-06-27 10:17:00,216.87,31,1
12494.0,71,7,1495.63,645,2010-05-12 13:52:00,2011-07-01 12:17:00,213.6614285714286,414,0
12495.0,550,1,357.4,130,2010-03-09 10:53:00,2010-03-09 10:53:00,357.4,0,1
12496.0,529,2,54.09,33,2010-03-29 13:57:00,2010-03-29 14:06:00,27.045,0,1
12497.0,310,2,5205.400000000001,4449,2010-03-05 09:39:00,2010-11-04 12:31:00,2602.7000000000003,244,0
12499.0,469,1,393.72,302,2010-05-28 15:12:00,2010-05-28 15:12:00,393.72,0,1
12500.0,16,14,3471.23,1969,2010-02-04 15:05:00,2011-08-25 12:50:00,247.945,566,0
12501.0,246,1,2169.39,1783,2011-01-07 12:28:00,2011-01-07 12:28:00,2169.39,0,1
12502.0,5,5,3723.87,820,2011-02-03 10:41:00,2011-09-05 11:52:00,744.774,214,1
12503.0,493,1,1126.0,561,2010-05-04 13:59:00,2010-05-04 13:59:00,1126.0,0,1
12504.0,326,2,297.0,368,2010-04-22 10:24:00,2010-10-18 15:09:00,148.5,179,0
12505.0,318,1,955.2,324,2010-10-27 09:18:00,2010-10-27 09:18:00,955.2,0,1
12506.0,142,1,73.5,23,2011-04-21 08:54:00,2011-04-21 08:54:00,73.5,0,1
12507.0,43,4,1844.06,1256,2010-05-04 09:23:00,2011-07-28 17:09:00,461.015,450,1
12509.0,193,1,176.5,55,2011-02-28 14:45:00,2011-02-28 14:45:00,176.5,0,1
12510.0,52,9,5178.02,2049,2009-12-04 13:47:00,2011-07-20 10:15:00,575.3355555555556,592,1
12511.0,338,1,3084.02,1753,2010-10-07 10:39:00,2010-10-07 10:39:00,3084.02,0,1
12513.0,22,1,612.29,462,2011-08-19 10:51:00,2011-08-19 10:51:00,612.29,0,1
12514.0,176,2,1597.76,840,2010-03-08 12:18:00,2011-03-17 16:38:00,798.88,374,1
12515.0,262,1,383.7,131,2010-12-21 15:43:00,2010-12-21 15:43:00,383.7,0,1
12516.0,90,3,1919.76,1422,2010-04-19 14:14:00,2011-06-12 11:37:00,639.92,418,0
12517.0,35,2,1538.7,841,2011-06-02 15:13:00,2011-08-05 15:02:00,769.35,63,0
12518.0,19,1,324.83,187,2011-08-21 13:18:00,2011-08-21 13:18:00,324.83,0,0
12519.0,386,1,385.7,212,2010-08-20 08:21:00,2010-08-20 08:21:00,385.7,0,0
12520.0,51,4,2045.85,1099,2011-03-11 11:35:00,2011-07-20 14:38:00,511.4625,131,0
12521.0,52,1,599.68,309,2011-07-20 10:51:00,2011-07-20 10:51:00,599.68,0,1
12523.0,17,19,3600.13,1970,2009-12-07 13:46:00,2011-08-24 10:13:00,189.4805263157895,624,0
12524.0,71,15,9762.869999999999,5769,2010-02-08 14:41:00,2011-06-30 15:30:00,650.858,507,0
12525.0,407,3,973.73,509,2010-03-02 14:01:00,2010-07-29 16:08:00,324.57666666666665,149,1
12526.0,3,1,520.3,318,2011-09-06 14:19:00,2011-09-06 14:19:00,520.3,0,0
12527.0,204,4,671.72,513,2010-06-28 15:37:00,2011-02-18 09:41:00,167.93,234,0
12528.0,24,4,1287.37,503,2011-01-31 09:05:00,2011-08-17 12:30:00,321.8425,198,0
12529.0,437,1,316.48,192,2010-06-29 13:10:00,2010-06-29 13:10:00,316.48,0,1
12530.0,33,8,3318.63,2400,2010-03-07 14:37:00,2011-08-08 10:59:00,414.82875,518,0
12531.0,595,1,1807.98,1074,2010-01-22 14:17:00,2010-01-22 14:17:00,1807.98,0,0
12533.0,537,2,1367.89,704,2009-12-01 11:50:00,2010-03-22 10:56:00,683.945,110,1
12534.0,40,1,1089.18,651,2011-08-01 10:26:00,2011-08-01 10:26:00,1089.18,0,1
12535.0,1,2,716.35,219,2011-06-06 12:47:00,2011-09-09 08:48:00,358.175,94,1
12537.0,318,1,732.94,449,2010-10-27 08:36:00,2010-10-27 08:36:00,732.94,0,1
12538.0,287,1,276.5,145,2010-11-26 13:02:00,2010-11-26 13:02:00,276.5,0,0
12539.0,171,6,10164.09,4089,2009-12-23 13:00:00,2011-03-22 16:00:00,1694.015,454,0
12540.0,1,27,18101.11,8767,2009-12-07 16:56:00,2011-09-08 13:38:00,670.4114814814815,639,0
12541.0,82,2,536.14,419,2011-03-04 09:32:00,2011-06-19 15:59:00,268.07,107,0
12542.0,393,2,481.88,522,2010-03-09 16:26:00,2010-08-12 19:12:00,240.94,156,1
12543.0,357,1,980.25,688,2010-09-17 15:51:00,2010-09-17 15:51:00,980.25,0,1
12545.0,169,1,628.15,346,2011-03-25 12:04:00,2011-03-25 12:04:00,628.15,0,0
12547.0,107,3,383.58,309,2010-07-27 13:55:00,2011-05-26 12:38:00,127.86,302,1
12548.0,75,1,95.19999999999999,49,2011-06-26 15:35:00,2011-06-26 15:35:00,95.19999999999999,0,1
12549.0,485,6,1575.68,1366,2010-01-11 12:29:00,2010-05-13 12:05:00,262.61333333333334,121,1
12551.0,267,1,168.0,100,2010-12-17 11:23:00,2010-12-17 11:23:00,168.0,0,1
12553.0,19,9,3336.06,1711,2010-10-12 13:35:00,2011-08-21 14:42:00,370.67333333333335,313,0
12554.0,358,1,468.5,240,2010-09-17 12:29:00,2010-09-17 12:29:00,468.5,0,1
12555.0,591,1,129.23,1,2010-01-26 16:26:00,2010-01-26 16:26:00,129.23,0,1
12556.0,60,1,312.9,166,2011-07-11 13:35:00,2011-07-11 13:35:00,312.9,0,0
12557.0,67,7,15726.14,5862,2009-12-17 10:39:00,2011-07-04 13:19:00,2246.5914285714284,564,0
12559.0,220,2,561.71,283,2011-01-24 10:12:00,2011-02-02 09:49:00,280.855,8,1
12560.0,21,2,1436.31,820,2011-07-19 15:55:00,2011-08-19 15:22:00,718.155,30,0
12561.0,212,1,238.85,177,2011-02-10 11:39:00,2011-02-10 11:39:00,238.85,0,1
12562.0,36,5,2790.41,1324,2010-09-30 13:13:00,2011-08-05 08:40:00,558.082,308,0
12563.0,318,1,249.24,113,2010-10-27 09:52:00,2010-10-27 09:52:00,249.24,0,1
12564.0,170,1,456.9,133,2011-03-23 14:55:00,2011-03-23 14:55:00,456.9,0,1
12565.0,198,1,145.92,80,2011-02-24 10:34:00,2011-02-24 10:34:00,145.92,0,1
12567.0,5,14,12158.56,5314,2010-02-11 10:30:00,2011-09-04 14:22:00,868.4685714285714,570,0
12568.0,554,1,70.0,48,2010-03-05 09:15:00,2010-03-05 09:15:00,70.0,0,1
12569.0,1,15,2167.68,857,2011-04-01 13:47:00,2011-09-08 15:22:00,144.512,160,0
12570.0,591,1,77.52,1,2010-01-26 17:28:00,2010-01-26 17:28:00,77.52,0,1
12571.0,31,1,248.35,197,2011-08-10 12:35:00,2011-08-10 12:35:00,248.35,0,0
12573.0,136,5,717.41,479,2010-08-31 17:25:00,2011-04-26 15:52:00,143.482,237,1
12574.0,225,1,218.45,61,2011-01-28 09:20:00,2011-01-28 09:20:00,218.45,0,1
12575.0,366,2,622.8199999999999,315,2010-07-01 09:15:00,2010-09-08 13:09:00,311.40999999999997,69,1
12576.0,5,7,1763.44,1192,2010-07-01 13:46:00,2011-09-05 10:06:00,251.92000000000002,430,0
12577.0,268,6,1191.84,859,2009-12-03 19:31:00,2010-12-15 16:21:00,198.64,376,0
12578.0,239,3,3456.6,1932,2010-09-22 11:19:00,2011-01-13 15:34:00,1152.2,113,0
12580.0,156,2,1052.9,569,2010-05-12 11:45:00,2011-04-07 10:24:00,526.45,329,1
12582.0,148,4,1980.4,985,2010-05-11 09:55:00,2011-04-15 08:45:00,495.1,338,1
12583.0,16,21,11398.27,7387,2009-12-06 11:57:00,2011-08-25 12:26:00,542.7747619047619,627,0
12584.0,36,4,782.59,138,2011-03-04 15:15:00,2011-08-04 17:07:00,195.6475,153,0
12585.0,143,2,2040.1,1279,2010-12-23 12:58:00,2011-04-19 13:39:00,1020.05,117,1
12586.0,284,3,1865.73,608,2009-12-16 13:15:00,2010-11-30 10:47:00,621.91,348,0
12588.0,308,3,743.88,385,2010-04-21 12:22:00,2010-11-05 12:53:00,247.96,198,0
12589.0,54,7,4180.48,1541,2010-01-19 12:26:00,2011-07-18 12:05:00,597.2114285714285,544,0
12590.0,120,2,9864.26,4283,2011-05-12 14:46:00,2011-05-12 14:52:00,4932.13,0,1
12591.0,226,3,1352.15,677,2010-10-27 10:42:00,2011-01-26 14:35:00,450.7166666666667,91,1
12592.0,1,5,2582.66,1875,2010-07-08 14:06:00,2011-09-08 15:04:00,516.5319999999999,427,1
12593.0,18,3,418.09999999999997,206,2011-05-05 09:29:00,2011-08-23 12:43:00,139.36666666666665,110,1
12594.0,30,13,4281.79,2431,2010-03-03 13:51:00,2011-08-10 14:26:00,329.36846153846153,525,0
12595.0,414,1,299.02,271,2010-07-23 09:10:00,2010-07-23 09:10:00,299.02,0,1
12596.0,151,1,269.95,156,2011-04-11 13:22:00,2011-04-11 13:22:00,269.95,0,0
12597.0,92,2,1428.81,675,2011-03-16 14:00:00,2011-06-09 16:04:00,714.405,85,0
12598.0,71,7,3095.39,1913,2010-03-01 09:58:00,2011-07-01 11:43:00,442.1985714285714,487,0
12599.0,36,12,2121.18,1982,2010-05-11 10:42:00,2011-08-05 12:38:00,176.765,451,0
12600.0,22,19,4381.4400000000005,1184,2009-12-07 13:37:00,2011-08-19 11:23:00,230.6021052631579,619,0
12601.0,99,6,681.26,290,2010-10-31 10:57:00,2011-06-03 10:17:00,113.54333333333334,214,1
12604.0,171,1,178.5,137,2011-03-23 12:06:00,2011-03-23 12:06:00,178.5,0,0
12605.0,285,4,1232.95,929,2010-09-07 14:21:00,2010-11-28 14:18:00,308.2375,81,1
12606.0,591,1,21.0,1,2010-01-26 16:23:00,2010-01-26 16:23:00,21.0,0,1
12608.0,314,1,415.79,323,2010-10-31 10:49:00,2010-10-31 10:49:00,415.79,0,1
12609.0,95,8,3109.7400000000002,1423,2009-12-20 13:30:00,2011-06-06 15:31:00,388.71750000000003,533,0
12610.0,15,2,1256.25,625,2011-08-05 13:52:00,2011-08-25 12:57:00,628.125,19,0
12613.0,107,9,4953.21,3278,2009-12-14 13:10:00,2011-05-26 09:18:00,550.3566666666667,527,0
12614.0,187,1,315.6,76,2011-03-07 10:22:00,2011-03-07 10:22:00,315.6,0,1
12615.0,77,5,4084.53,2354,2010-03-18 14:09:00,2011-06-24 13:35:00,816.9060000000001,462,0
12616.0,4,3,1131.1,498,2010-11-16 11:38:00,2011-09-05 15:17:00,377.0333333333333,293,1
12619.0,25,6,2227.6,1896,2010-05-28 12:52:00,2011-08-15 13:22:00,371.26666666666665,444,0
12620.0,114,1,561.66,434,2011-05-19 12:10:00,2011-05-19 12:10:00,561.66,0,0
12621.0,9,30,21281.18,11932,2010-02-09 12:01:00,2011-08-31 15:30:00,709.3726666666666,568,0
12622.0,141,1,180.1,69,2011-04-21 16:39:00,2011-04-21 16:39:00,180.1,0,1
12623.0,185,7,3747.84,1971,2010-01-12 11:45:00,2011-03-08 13:50:00,535.4057142857143,420,1
12624.0,15,2,641.13,355,2011-06-15 12:34:00,2011-08-25 15:04:00,320.565,71,1
12625.0,121,4,5164.88,3309,2010-04-22 11:33:00,2011-05-12 09:54:00,1291.22,384,1
12626.0,22,6,4774.0,2337,2011-01-17 11:01:00,2011-08-19 11:46:00,795.6666666666666,214,0
12627.0,5,5,2727.83,1575,2011-07-22 13:59:00,2011-09-04 14:09:00,545.566,44,0
12629.0,295,2,1558.22,722,2010-10-12 16:40:00,2010-11-19 09:18:00,779.11,37,1
12631.0,365,5,2841.07,1371,2010-01-15 14:50:00,2010-09-09 14:50:00,568.214,237,0
12632.0,430,2,804.88,694,2010-05-24 09:07:00,2010-07-07 09:39:00,402.44,44,1
12633.0,39,6,5462.93,3144,2010-07-02 11:44:00,2011-08-02 09:35:00,910.4883333333333,395,0
12634.0,445,2,490.0,337,2010-06-09 15:41:00,2010-06-22 10:05:00,245.0,12,1
12635.0,64,3,1924.87,1176,2010-09-09 10:50:00,2011-07-08 08:43:00,641.6233333333333,301,0
12636.0,648,1,141.0,1,2009-12-01 09:55:00,2009-12-01 09:55:00,141.0,0,1
12637.0,1,11,7981.91,4126,2010-06-14 13:36:00,2011-09-09 11:48:00,725.6281818181818,451,0
12638.0,549,1,249.8,86,2010-03-10 10:30:00,2010-03-10 10:30:00,249.8,0,0
12639.0,148,3,1312.37,631,2010-03-22 09:05:00,2011-04-15 12:48:00,437.45666666666665,389,1
12641.0,24,1,185.9,72,2011-08-16 13:26:00,2011-08-16 13:26:00,185.9,0,1
12642.0,17,1,366.45,277,2011-08-24 09:23:00,2011-08-24 09:23:00,366.45,0,0
12643.0,37,12,8350.42,4785,2010-04-07 14:16:00,2011-08-03 12:56:00,695.8683333333333,482,1
12644.0,39,4,1918.49,1032,2010-01-14 13:02:00,2011-08-02 10:33:00,479.6225,564,1
12645.0,19,7,3074.98,1866,2010-02-09 10:49:00,2011-08-22 12:40:00,439.28285714285715,559,0
12647.0,35,33,17088.24,6486,2010-01-13 15:06:00,2011-08-05 13:49:00,517.8254545454546,568,0
12648.0,64,4,1112.0,518,2010-01-07 18:38:00,2011-07-08 11:55:00,278.0,546,1
12649.0,16,8,2294.65,1959,2010-01-12 17:24:00,2011-08-24 14:41:00,286.83125,588,1
12651.0,244,4,377.75,265,2010-08-31 15:21:00,2011-01-09 12:46:00,94.4375,130,1
12652.0,240,2,1017.03,536,2010-10-01 15:16:00,2011-01-12 15:00:00,508.515,102,1
12653.0,58,3,4160.83,1681,2010-07-01 09:56:00,2011-07-14 10:41:00,1386.9433333333334,378,1
12654.0,107,3,337.75,151,2011-02-17 13:16:00,2011-05-26 10:43:00,112.58333333333333,97,0
12655.0,333,1,261.35,80,2010-10-12 09:17:00,2010-10-12 09:17:00,261.35,0,1
