CustomerID,Recency,Frequency,Monetary,TotalItems,AverageOrderValue,Tenure
12760.0,365,1,347.8,198,347.8,0
12761.0,367,2,782.95,281,391.475,7
12763.0,47,2,814.16,512,407.08,230
12764.0,226,1,1693.88,386,1693.88,0
12765.0,381,6,1404.58,1009,234.09666666666664,169
12766.0,58,7,8030.84,4295,1147.2628571428572,258
12767.0,285,1,949.82,598,949.82,0
12768.0,360,1,168.69000000000003,102,168.69000000000003,0
12769.0,148,1,1143.6,356,1143.6,0
12770.0,120,2,3246.45,1843,1623.225,245
12771.0,395,1,282.3,104,282.3,0
12773.0,473,1,124.25,109,124.25,0
12774.0,445,1,98.7,53,98.7,0
12775.0,99,6,1464.76,946,244.1266666666667,219
12776.0,577,1,55.5,46,55.5,0
12777.0,367,1,519.45,458,519.45,0
12778.0,92,7,1445.51,1368,206.50142857142856,419
12779.0,99,13,5740.32,3002,441.5630769230769,547
12780.0,508,1,337.4,285,337.4,0
12781.0,194,1,549.26,346,549.26,0
12782.0,59,10,4365.99,1889,436.599,369
12784.0,438,1,1230.33,582,1230.33,0
12785.0,273,3,1100.4,453,366.8,366
12786.0,519,1,728.5,324,728.5,0
12787.0,1,3,743.18,459,247.72666666666663,321
12788.0,372,4,444.9,194,111.225,65
12789.0,422,2,181.5,32,90.75,181
12790.0,101,2,591.85,306,295.925,218
12791.0,283,6,1056.11,450,176.01833333333337,250
12792.0,166,2,827.01,394,413.505,278
12793.0,244,3,1017.33,526,339.11,66
12794.0,8,1,317.0,227,317.0,0
12796.0,537,1,381.0,182,381.0,0
12797.0,275,2,806.11,333,403.055,58
12798.0,80,2,3140.93,5455,1570.465,250
12799.0,438,1,219.35,137,219.35,0
12800.0,379,3,584.25,284,194.75,206
12801.0,410,1,1071.82,505,1071.82,0
12802.0,96,7,2416.42,1972,345.2028571428572,377
12803.0,302,1,1092.81,872,1092.81,0
12804.0,375,2,327.02,271,163.51,34
12805.0,291,4,1434.95,593,358.7375,293
12806.0,344,4,2878.96,2087,719.74,153
12807.0,292,1,330.35,145,330.35,0
12808.0,94,4,703.8000000000001,295,175.95000000000002,278
12809.0,87,3,1755.94,518,585.3133333333334,469
12810.0,444,2,534.99,389,267.495,142
12811.0,170,5,1033.9,435,206.78000000000003,166
12813.0,411,3,1687.8,1141,562.6,191
12814.0,11,1,125.92,49,125.92,0
12815.0,57,2,1063.46,379,531.73,50
12816.0,5,2,572.2,128,286.1,80
12817.0,190,3,690.98,219,230.32666666666668,153
12818.0,171,1,1542.08,929,1542.08,0
12819.0,367,1,540.52,344,540.52,0
12820.0,236,8,1917.64,1388,239.705,407
12821.0,123,2,220.8,162,110.4,397
12823.0,36,17,5966.0,860,350.94117647058823,552
12825.0,430,2,518.63,139,259.315,120
12826.0,88,9,2299.65,1658,255.51666666666668,542
12828.0,8,3,415.51,157,138.50333333333333,31
12829.0,246,3,385.3,550,128.43333333333334,213
12830.0,0,5,6414.32,8696,1282.864,80
12831.0,171,3,451.11,303,150.37,200
12832.0,7,1,267.8,132,267.8,0
12833.0,54,1,417.38,156,417.38,0
12834.0,192,1,312.38,110,312.38,0
12835.0,337,41,6043.31,2357,147.3978048780488,308
12836.0,46,14,6085.29,2030,434.6635714285714,601
12837.0,82,2,688.41,209,344.205,396
12838.0,283,9,3106.14,1714,345.12666666666667,219
12839.0,1,21,7577.7,5113,360.8428571428572,640
12840.0,53,7,4041.97,2258,577.4242857142857,530
12841.0,16,32,6369.77,4477,199.0553125,412
12842.0,218,3,1109.73,497,369.91,429
12843.0,69,29,6578.46,3030,226.84344827586207,567
12844.0,39,3,497.52,175,165.84,463
12845.0,176,4,354.09,204,88.5225,22
12846.0,591,1,15.58,1,15.58,0
12847.0,297,1,765.36,624,765.36,0
12848.0,585,1,208.0,58,208.0,0
12849.0,178,5,2744.17,1773,548.8340000000001,322
12850.0,355,1,330.0,200,330.0,0
12851.0,6,2,284.13,160,142.065,380
12852.0,204,1,311.55,149,311.55,0
12853.0,44,11,3907.5,1668,355.22727272727275,537
12854.0,150,6,2479.89,1430,413.315,487
12855.0,282,4,650.9399999999999,270,162.735,29
12857.0,120,6,3688.0,1420,614.6666666666666,472
12858.0,292,1,177.92,63,177.92,0
12859.0,368,1,575.1,292,575.1,0
12860.0,602,1,55.47,27,55.47,0
12861.0,529,1,68.25,27,68.25,0
12862.0,335,2,1008.32,613,504.16,69
12863.0,288,5,2271.35,707,454.27,210
12864.0,47,2,299.57,447,149.785,369
12865.0,33,3,2736.62,1598,912.2066666666666,352
12866.0,192,3,1227.35,553,409.1166666666666,219
12867.0,5,12,6902.21,7015,575.1841666666667,626
12868.0,95,8,2247.06,1282,280.8825,207
12869.0,591,1,337.67,144,337.67,0
12870.0,284,3,1676.95,906,558.9833333333333,248
12871.0,116,2,495.38,364,247.69,232
12872.0,236,12,3685.49,1855,307.12416666666667,409
12873.0,191,3,2027.3,786,675.7666666666667,399
12874.0,294,2,948.42,623,474.21,169
12875.0,52,5,1356.99,5187,271.398,554
12876.0,105,3,2590.2000000000003,1757,863.4000000000001,394
12877.0,34,17,2478.63,1789,145.80176470588236,566
12878.0,145,2,854.99,547,427.495,29
12879.0,1,1,140.5,58,140.5,0
12880.0,291,2,640.13,279,320.065,192
12881.0,185,1,298.0,21,298.0,0
12885.0,33,1,645.35,346,645.35,0
12886.0,129,1,775.0,416,775.0,0
12887.0,293,1,222.4,100,222.4,0
12888.0,123,2,354.12,76,177.06,41
12889.0,290,4,385.46,124,96.365,121
12890.0,296,1,336.8,207,336.8,0
12891.0,95,11,840.5,2325,76.4090909090909,473
12892.0,306,1,263.38,140,263.38,0
12894.0,484,1,157.35,33,157.35,0
12897.0,114,4,514.25,249,128.5625,339
12898.0,373,2,310.96000000000004,240,155.48000000000002,195
12899.0,323,1,366.4,108,366.4,0
12900.0,331,1,340.33,139,340.33,0
12901.0,18,19,11639.47,12420,612.6036842105264,162
12902.0,174,1,138.68,66,138.68,0
12903.0,338,1,833.53,493,833.53,0
12904.0,81,1,244.69,165,244.69,0
12905.0,486,2,1018.42,532,509.21,105
12907.0,305,2,508.91,177,254.455,98
12908.0,85,5,1776.0,3000,355.2,453
12909.0,111,6,2452.89,1454,408.815,451
12910.0,43,9,4208.38,2770,467.59777777777776,487
12911.0,461,1,1680.47,820,1680.47,0
12913.0,192,11,5083.62,2158,462.1472727272727,455
12914.0,310,1,223.98,336,223.98,0
12915.0,58,4,1174.75,452,293.6875,440
12916.0,48,7,4654.02,1774,664.8599999999999,545
12917.0,37,6,4359.2,1104,726.5333333333333,602
12918.0,535,1,10953.5,1,10953.5,0
12919.0,26,3,441.65,203,147.21666666666667,53
12920.0,480,3,323.86,292,107.95333333333332,153
12921.0,7,61,29417.42,18233,482.25278688524594,639
12922.0,70,1,405.38,370,405.38,0
12923.0,299,2,612.9,168,306.45,184
12924.0,107,11,2190.9700000000003,1227,199.17909090909092,532
12925.0,502,1,35.28,108,35.28,0
12926.0,320,4,1548.46,766,387.115,314
12927.0,304,1,197.31,145,197.31,0
12928.0,57,10,3378.33,2117,337.833,401
12929.0,221,1,117.85,37,117.85,0
12930.0,80,1,221.56,108,221.56,0
12931.0,11,53,82822.08,56286,1562.6807547169813,637
12932.0,448,8,1698.56,1609,212.32,128
12933.0,80,7,1436.99,838,205.2842857142857,557
12934.0,646,1,181.65,31,181.65,0
12935.0,19,12,3618.5,2616,301.5416666666667,497
12937.0,106,7,2021.57,1244,288.79571428571427,538
12939.0,47,16,21673.08,8660,1354.5675,558
12941.0,633,1,377.49,381,377.49,0
12942.0,40,3,942.65,272,314.21666666666664,234
12943.0,467,2,496.5,222,248.25,47
12944.0,264,1,286.95,145,286.95,0
12945.0,197,2,900.11,446,450.055,367
12946.0,346,1,324.45,149,324.45,0
12947.0,53,6,1908.03,1349,318.005,229
12948.0,14,6,1676.44,1023,279.4066666666667,632
12949.0,23,21,14808.9,7900,705.1857142857143,621
12951.0,83,14,2901.4300000000003,1490,207.24500000000003,524
12953.0,431,1,498.96,280,498.96,0
12954.0,548,1,162.45,83,162.45,0
12955.0,2,6,1843.36,1526,307.22666666666663,175
12956.0,215,4,521.89,340,130.4725,417
12957.0,95,9,6404.72,3385,711.6355555555556,542
12958.0,309,2,539.49,131,269.745,182
12959.0,393,1,150.95,109,150.95,0
12960.0,323,4,1322.07,1379,330.5175,247
12961.0,288,1,211.99,180,211.99,0
12962.0,22,1,170.54000000000002,78,170.54000000000002,0
12963.0,275,5,2110.76,1100,422.152,153
12964.0,346,1,132.24,56,132.24,0
12967.0,267,3,4306.92,1272,1435.64,25
12968.0,21,1,135.95,73,135.95,0
12969.0,512,1,122.45,55,122.45,0
12970.0,231,8,1096.53,712,137.06625,413
12971.0,1,94,12948.2,11214,137.74680851063832,631
12972.0,323,4,1161.2,844,290.3,247
12973.0,323,1,385.55,31,385.55,0
12974.0,107,2,408.95,104,204.475,367
12975.0,346,6,2100.09,911,350.01500000000004,296
12976.0,121,8,3156.38,2684,394.5475,453
12977.0,65,4,517.63,131,129.4075,355
12978.0,294,5,2502.82,1394,500.564,344
12979.0,638,1,517.7,520,517.7,0
12980.0,67,21,16245.78,1910,773.6085714285715,579
12981.0,42,1,187.18,134,187.18,0
12982.0,152,8,2744.81,1729,343.10125,363
12983.0,507,1,490.08,638,490.08,0
12986.0,338,10,2729.84,1164,272.98400000000004,259
12987.0,107,4,1057.81,474,264.4525,491
12988.0,201,1,535.32,136,535.32,0
12989.0,67,26,11096.78,6038,426.7992307692308,571
12990.0,94,6,809.9,410,134.98333333333332,434
12991.0,21,2,564.62,439,282.31,277
12992.0,634,1,93.35,21,93.35,0
12993.0,30,7,1217.27,715,173.8957142857143,539
12994.0,29,2,645.47,303,322.735,148
12996.0,285,1,355.5,122,355.5,0
12997.0,145,6,1492.49,822,248.7483333333333,376
12998.0,402,3,920.08,1124,306.6933333333333,160
12999.0,105,3,455.88,342,151.96,49
13000.0,16,4,1032.5,548,258.125,618
13001.0,67,31,22968.7,12913,740.925806451613,577
13002.0,227,3,414.13,201,138.04333333333332,116
13003.0,15,3,149.05,103,49.68333333333334,109
13004.0,23,30,9780.03,7221,326.00100000000003,610
13005.0,83,4,999.68,462,249.92,283
13007.0,489,1,175.25,59,175.25,0
13008.0,232,3,612.13,379,204.0433333333333,399
13009.0,582,1,234.0,120,234.0,0
13010.0,283,2,330.12,323,165.06,274
13011.0,281,1,101.1,26,101.1,0
13012.0,58,7,2323.3,1250,331.90000000000003,443
13013.0,2,25,11500.92,5997,460.0368,633
13014.0,23,6,3937.28,1690,656.2133333333333,318
13015.0,106,10,5003.18,2623,500.318,405
13016.0,32,1,425.25,315,425.25,0
13018.0,2,25,7561.17,5175,302.4468,555
13019.0,288,6,1229.95,397,204.99166666666667,353
13020.0,472,2,618.96,278,309.48,97
13021.0,76,12,3423.33,1721,285.2775,567
13022.0,339,1,65.3,35,65.3,0
13023.0,39,2,1095.53,458,547.765,398
13024.0,380,2,555.87,181,277.935,111
